"City","Code"
"Khagaria","06244"
"Khair","05724"
"Khairgarh","07820"
"Khajuraho","07686"
"Khakner","07329"
"Khalikote","06810"
"Khalilabad-I","05547"
"Khalilabad-Ii","05548"
"Khalwa","07328"
"Khambat","02698"
"Khambhalia","02833"
"Khamgaon","07263"
"Khammam","08742"
"Khanapur","08336"
"Khanapur(Ap)","08730"
"Khandar","07468"
"Khandwa","0733"
"Khaniadhana","07497"
"Khanpur","07430"
"Kharagpur","03222"
"Kharar","0160"
"Khargone","07282"
"Kharsawa","06583"
"Khategaon","07274"
"Khatima-I","05943"
"Khatima-Ii","05948"
"Khatra","03243"
"Khavda","02803"
"Khed","02356"
"Khedbrahma","02775"
"Kheralu","02761"
"Kheri-I","05872"
"Kheri-Ii","05870"
"Kherwara","02907"
"Khetia","07286"
"Khetri","01593"
"Khilchipur","07370"
"Khirkiya","07571"
"Khliehriat","03655"
"Khonsa","03786"
"Khopoli","02192"
"Khowai","03825"
"Khultabad","02437"
"Khunti","06528"
"Khurai","07581"
"Khurda","06755"
"Khurja","05738"
"Kichha-I","05944"
"Kichha-Ii","05949"
"Kiltan","04898"
"Kinwat","02469"
"Kiphire","03863"
"Kishanganj","06466"
"Kishanganj","07456"
"Kishangarh (N)","01497"
"Kishangarh (S)","01463"
"Kishangarhbas","01460"
"Kishtwar","01995"
"Kodaikanal","04542"
"Kodangal","08505"
"Kodinar","02795"
"Kodumudi","04204"
"Koduru","08566"
"Koduvayur","04923"
"Kohima","0370"
"Koilkuntla","08510"
"Kokarajhar","03661"
"Kolar","08152"
"Kolaras","07494"
"Kolaring","03788"
"Kolasib","03837"
"Kolayat-I","01533"
"Kolayat-Ii","01534"
"Kolayat-Iii","01535"
"Kolayat-Iv","01536"
"Kolebira","06527"
"Kolhapur","0231"
"Kollapur","08501"
"Kollegal","08224"
"Komana","06679"
"Konch","05165"
"Kondagaon","07786"
"Konta","07866"
"Kopargaon","02423"
"Koppa","08265"
"Koppal","08539"
"Koraput","06852"
"Koratageri","08138"
"Korba","07759"
"Koregaon","02163"
"Korha","06457"
"Kosli","01259"
"Kota","07753"
"Kotagarh","06848"
"Kotagiri","04266"
"Kotdasanghani","02827"
"Kothagudem","08744"
"Kotkapura","01635"
"Kotma","07658"
"Kotputli","01421"
"Kotra","02958"
"Kotri","01488"
"Kottayam","0481"
"Kovilpatti","04632"
"Kovvur","08622"
"Kovvur","08813"
"Koyelibeda","07840"
"Krishnagiri","04343"
"Krishnanagar","03472"
"Krishnarajapet","08230"
"Krosuru","08640"
"Kuakunda","07858"
"Kuchinda","06642"
"Kudal","02362"
"Kudligi","08391"
"Kuhi","07100"
"Kukshi","07297"
"Kulgam","01931"
"Kulithalai","04323"
"Kullu","01902"
"Kumbakonam","0435"
"Kumbalgarh","02954"
"Kumta","08386"
"Kunda","05341"
"Kundam","07623"
"Kundapur","08254"
"Kundgol","08304"
"Kunigal","08132"
"Kunkawav","02796"
"Kunkuri","07764"
"Kunnamkulam","04885"
"Kuppam","08570"
"Kupwara","01955"
"Kurkheda","07139"
"Kurnool","08518"
"Kurud","07705"
"Kurugodu","08393"
"Kurukshetra","01744"
"Kurwai","07593"
"Kushalgarh","02965"
"Kusmi","07804"
"Kustagi","08536"
"Kusumba","02560"
"Kutchmandvi","02834"
"Kutiyana","02804"
"Kuzhithurai","04651"
"Ladnun","01581"
"Ladpura","0744"
"Laher","07529"
"Lahul","01900"
"Lahunipara","06625"
"Lakhandur","07181"
"Lakhisarai","06346"
"Lakhnadon","07690"
"Lakhpat","02839"
"Lakhtar","02759"
"Lakkireddipalli","08567"
"Lalganj","05463"
"Lalitpur-I","05176"
"Lalitpur-Ii","05175"
"Lalpur","02895"
"Lalsot","01431"
"Lamta","07634"
"Langa","02351"
"Lanji","07635"
"Lansdown-I","01386"
"Lansdown-Ii","01382"
"Lansdown-Iii","01348"
"Latehar","06565"
"Lateri","07590"
"Latur","02382"
"Laundi","07687"
"Laxmangarh","01492"
"Laxmangarh(E)","01573"
"Laxmangarh(W)","01570"
"Laxmipur","06855"
"Leh","01982"
"Limbdi","02753"
"Limkheda","02677"
"Lingsugur","08537"
"Lohadigundah","07859"
"Lohardaga","06526"
"Loharu","01252"
"Lonar","07260"
"Lonavala","02114"
"Lormi","07756"
"Lucknow","0522"
"Luckwada","07788"
"Ludhiana","0161"
"Lunavada","02674"
"Lungleh","0372"
"Lunkaransar-I","01529"
"Lunkaransar-Ii","01526"
"Lunkaransar-Iii","01527"
"Lunkaransar-Iv","01528"
"M. Rampur","06676"
"M.M.Mangrol","02629"
"Machlishahar","05454"
"Madakasira","08493"
"Madanapalli","08571"
"Madangad","02350"
"Madha","02183"
"Madhepura","06476"
"Madhira","08749"
"Madhubani","06276"
"Madhupur","06438"
"Madikeri","08272"
"Madnur","08464"
"Madugiri","08137"
"Madurai","0452"
"Madurantgam","044"
"Mahabaleswar","02168"
"Mahabubabad","08719"
"Mahabubnagar","08542"
"Mahad","02145"
"Mahadevapur","08720"
"Mahagama","06437"
"Mahagaon","07236"
"Maharajganj","06153"
"Maharajganj","05523"
"Mahasala","02149"
"Mahasamund","07723"
"Mahaswad","02373"
"Maheshpur Raj","06423"
"Maheshwar","07283"
"Mahidpurcity","07365"
"Mahoba","05281"
"Mahore","01999"
"Mahua","06227"
"Mahuva","02844"
"Mahuwa","07461"
"Maibong","03670"
"Maihar","07674"
"Mainpuri","05672"
"Mairwa","06157"
"Majhagwan","07670"
"Majholi","07803"
"Majuli","03775"
"Makodi","07785"
"Makthal","08503"
"Mal Bazar","03562"
"Malaut","01637"
"Malavalli","08231"
"Malda","03512"
"Malegaon","02554"
"Malerkotla","01675"
"Malgaon","07254"
"Malgund","02357"
"Malhargarh","07424"
"Malia-Hatina","02870"
"Malihabad","05212"
"Maliya Miyana","02829"
"Malkangiri","06861"
"Malkapur","07267"
"Mallehpur","06348"
"Malpur","02773"
"Malpura","01437"
"Malsuras","02185"
"Malur","08151"
"Malvi","02955"
"Malwan","02365"
"Manamadurai","04574"
"Mananthodi","04935"
"Manaparai","04332"
"Manasa","07421"
"Manavadar","02874"
"Manawar","07291"
"Manbazar","03253"
"Mancher","02133"
"Mancherial","08736"
"Mandal","01486"
"Mandalgarh","01489"
"Mandapeta","08855"
"Mandar","06531"
"Mandawar","01495"
"Mandi","01905"
"Mandla","07642"
"Mandsaur","07422"
"Mandu","06545"
"Mandvi","02623"
"Mandya","08232"
"Manendragarh","07771"
"Mangalagiri","08645"
"Mangaldoi","03713"
"Mangalore","0824"
"Mangalwedha","02188"
"Mangaon","02140"
"Mangrol","02878"
"Mangrol","07457"
"Mangrulpur","07253"
"Manjalegaon","02443"
"Manjeri","0483"
"Manmad","02591"
"Mannarghat","04924"
"Mannargudi","04367"
"Manoharpur","06593"
"Manpur","07703"
"Manpur","07746"
"Manpur","07627"
"Mansa","01652"
"Manthani","08729"
"Manvi","08538"
"Mao","03871"
"Maregaon","07237"
"Margaon","08342"
"Mariang","03657"
"Mariani","03771"
"Mariyahu","05451"
"Mariyang","03798"
"Markapur","08596"
"Marturu","08404"
"Marwahi","07750"
"Marwar-Jn","02935"
"Mashal","08471"
"Masrakh","06159"
"Math","05664"
"Mathabhanga","03583"
"Mathili","06864"
"Mathura","0565"
"Mau","05195"
"Maudaha","05284"
"Mauganj","07663"
"Maunathbhanjan","05464"
"Mauranipur","05178"
"Mavelikkara","0479"
"Mawai","07648"
"Mawana","01233"
"Mawkyrwat","03656"
"Mayiladutjurai","04364"
"Mechuka","03793"
"Medachal","08418"
"Medak","08452"
"Medarmetla","08593"
"Meerut","0121"
"Meham","01257"
"Mehda","02378"
"Mehgaon","07527"
"Mehmedabad","02694"
"Mehraun","05172"
"Mehsana","02762"
"Meja","05334"
"Mekhar","07268"
"Mekhliganj","03584"
"Merta(E)","01590"
"Merta(W)","01591"
"Metpalli","08725"
"Mettupalayam","04254"
"Metturdam","04298"
"Mhow","07324"
"Miao","03807"
"Minicoy","04892"
"Mirzapur-I","05442"
"Mirzapur-Ii","05440"
"Misrikh-I","05865"
"Misrikh-Ii","05861"
"Miyagam","02666"
"Modasa","02774"
"Modinagar","01232"
"Moga","01636"
"Mohadi","07197"
"Mohamdabad","05493"
"Mohamdi-I","05876"
"Mohamdi-Ii","05875"
"Mohana","06816"
"Mohania","06187"
"Mohindergarh","01285"
"Mohla","07747"
"Mohol","02189"
"Mokhada","02529"
"Mokokchung","0369"
"Molkalmuru","08198"
"Mon","03869"
"Monghyr","06344"
"Moradabad","0591"
"Moranhat","03754"
"Morena","07532"
"Morigaon","03678"
"Morshi","07228"
"Morvi","02822"
"Motihari","06252"
"Motipur","06223"
"Motu","06859"
"Mouda","07115"
"Mriyalguda","08689"
"Mudalgi","08334"
"Muddebihal","08356"
"Mudhol","08350"
"Mudigere","08263"
"Mudukulathur","04576"
"Mukhed","02461"
"Muktasar","01633"
"Mul","07174"
"Mulanur","04202"
"Mulbagal","08159"
"Muli","02756"
"Multai","07147"
"Mulug","08715"
"Mumbai","022"
"Mundagod","08301"
"Mundargi","08371"
"Mundra","02838"
"Mungaoli","07548"
"Mungeli","07755"
"Munnar","04865"
"Munsiari","05961"
"Murbad","02524"
"Muri","06522"
"Murshidabad","03483"
"Murtizapur","07256"
"Murud","02144"
"Murugod","08337"
"Musafirkhana","05361"
"Musiri","04326"
"Muvattupuzha","0485"
"Muzaffarnagar","0131"
"Muzaffarpur","0621"
"Mylavaram","08659"
"Mysore","0821"
"Nabha","01765"
"Nabinagar","06332"
"Nadbai","05643"
"Nadiad","0268"
"Nagamangala","08234"
"Nagaon","03672"
"Nagapattinam","04365"
"Nagarakata","03565"
"Nagarcoil","04652"
"Nagarkurnool","08540"
"Nagarutatri","06564"
"Nagaur(E)","01584"
"Nagaur(N)","01582"
"Nagaur(W)","01585"
"Nagbhir","07179"
"Nagina","01343"
"Nagod","07673"
"Nagpur","0712"
"Nagri","07700"
"Nahan","01702"
"Nahavara","02137"
"Nainital","05942"
"Nainpur","07646"
"Nainwa","07437"
"Najibabad","01341"
"Nakhatrana","02835"
"Nakodar","01821"
"Naktideul","06647"
"Nakur","01331"
"Nala","06428"
"Nalagarh","01795"
"Nalbari","03624"
"Nalgonda","08682"
"Nalhati","03465"
"Nalia","02831"
"Nallacheruvu","08498"
"Namakkal","04286"
"Nampalle","08692"
"Nandapur","06868"
"Nanded","02462"
"Nandgaon","07221"
"Nandgaon","02552"
"Nandigama","08678"
"Nandikotkur","08513"
"Nandnva","07279"
"Nandurbar","02564"
"Nandyal","08514"
"Nangal","01887"
"Nanguneri","04635"
"Nanjangud","08221"
"Nanpara-I","05253"
"Nanpara-Ii","05254"
"Naraingarh","01734"
"Naraini","05191"
"Narainpur","07781"
"Narasampet","08718"
"Narasaraopet","08647"
"Narayanakhed","08456"
"Narayanpet","08506"
"Nargund","08377"
"Narkatiaganj","06253"
"Narkhed","07105"
"Narlaroad","06677"
"Narnaul","01282"
"Narsapur","08458"
"Narsapur","08814"
"Narsimrajapur","08266"
"Narsingarh","07375"
"Narsinghpur","07792"
"Narsinghpur","06721"
"Narsipatnam","08932"
"Narwana","01684"
"Narwar","07491"
"Nasikcity","0253"
"Nasirabad","01491"
"Nasrullaganj","07563"
"Naswadi","02661"
"Nateran","07595"
"Natham","04544"
"Nathdwara","02953"
"Naugachia","06421"
"Naugarh-I","05544"
"Naugarh-Ii","05543"
"Navalgund","08380"
"Navapur","02569"
"Navasari","02637"
"Navi Mumbai","0215"
"Nawa","01586"
"Nawabganj","05825"
"Nawada","06324"
"Nawanshahar","01823"
"Nayagarh","06753"
"Nayagarh","03223"
"Nazvidu","08656"
"Nedumandad","04728"
"Nedumgandam","04868"
"Neem Ka Thana","01574"
"Neemuch","07423"
"Nefra","03784"
"Nelamangala","08118"
"Nelloe","0861"
"Neora","07721"
"Ner","02481"
"Netanar","07861"
"New Delhi","011"
"Newai","01438"
"Newasa","02427"
"Nicobar Island","03193"
"Nidamanur","08680"
"Nighasan-I","05871"
"Nighasan-Ii","05873"
"Nighasan-Iii","05874"
"Nilambur","04931"
"Nilanga","02384"
"Nilokheri","01745"
"Nimapara","06758"
"Nimbahera","01477"
"Nimburga","08440"
"Niphad","02550"
"Nirmal","08734"
"Nirmand","01904"
"Niwari","07680"
"Niwas","07641"
"Nizamabad","08462"
"Nizar","02628"
"Noamundi","06596"
"Nobra","01980"
"Nohar( C)","01537"
"Nohar(E)","01555"
"Nohar(W)","01502"
"Nokha (E)","01531"
"Nokha (W)","01532"
"Nongpoh","03638"
"Nongstoin","03654"
"North Lakhimpur","03752"
"Nowgaon","07685"
"Nowparatan","06678"
"Nowrangapur","06858"
"Nowshera","01960"
"Nuguru","08747"
"Nuh","01267"
"Nurpur","01893"
"Nyoma","01981"
"Oddanchatram","04553"
"Odgi","07773"
"Okha","02892"
"Omalpur","04290"
"Omerga","02475"
"Ongole","08592"
"Ootacamund","0423"
"Orai","05162"
"Orathanad","04372"
"Osian(E)","02927"
"Osian(N)","02922"
"Osian(S)","02926"
"Osmanabad","02472"
"Outsarangapalle","08753"
"Pachmarhi","07578"
"Pachora","02596"
"Pachpadara (E)","02980"
"Pachpadara (W)","02988"
"Pachpahar","07433"
"Padam","01983"
"Padamkot","07783"
"Padampur","06683"
"Padampur","01505"
"Paddhari","02820"
"Paderu","08935"
"Padra","02662"
"Padrauna","05564"
"Pahalgam","01936"
"Pahasu","05733"
"Paikamal","06684"
"Paithan","02431"
"Pakala","08585"
"Pakhanjur","07844"
"Pakkekesang","03778"
"Pakribarwan","06325"
"Pakridayal","06259"
"Pakur","06435"
"Palacode","04348"
"Palai","04822"
"Palakonda","08941"
"Palampur","01894"
"Paland","08642"
"Palani","04545"
"Palanpur","02742"
"Palghar","02525"
"Palghat","0491"
"Pali","07816"
"Pali","02142"
"Pali(N)","02936"
"Pali(S)","02932"
"Palitana","02848"
"Palkot","06536"
"Palla Hara","06765"
"Palladum","04255"
"Palmaneru","08579"
"Palwal","01275"
"Pamuru","08490"
"Pandaria","07754"
"Pandavapura","08236"
"Pandhana","07320"
"Pandharkawada","07235"
"Pandharpur","02186"
"Pandhurna","07164"
"Pandishankar","07819"
"Pangi","01897"
"Pangin","03797"
"Panhala","02328"
"Panipat","0180"
"Panji","0832"
"Panna","07732"
"Paonta","01704"
"Papadhandi","06869"
"Papanasam","04374"
"Parajang","06768"
"Paramakudi","04564"
"Paranda","02477"
"Parasgaon","07784"
"Parasia","07161"
"Parbatsar(N)","01588"
"Parbatsar(S)","01589"
"Parbhani","02452"
"Pardip","06722"
"Pargi","08412"
"Parkal","08713"
"Parlakhemundi","06815"
"Parner","02488"
"Parola","02597"
"Parseoni","07102"
"Partapnagar","01379"
"Partur","02484"
"Parvathipuram","08963"
"Pasan","07811"
"Passighat","0368"
"Patan","07826"
"Patan","02766"
"Patan","06560"
"Patan","07621"
"Patan","02372"
"Patera","07605"
"Pathaanamthitta","0468"
"Pathalgaon","07765"
"Pathankot","0186"
"Pathapatnam","08946"
"Pathardi","02428"
"Pathari","02451"
"Patharia","07601"
"Patiala","0175"
"Patna","0612"
"Patnagarh","06648"
"Patoda","02444"
"Pattamundai","06729"
"Patti","01851"
"Patti","05343"
"Pattikonda","08520"
"Pattukottai","04373"
"Pauni","07185"
"Pauri-I","01368"
"Pauri-Ii","01346"
"Pavagada","08136"
"Pavijetpur","02664"
"Pawai","07733"
"Payyanur","04985"
"Peapalle","08522"
"Peddapalli","08728"
"Peddapuram","08852"
"Peermedu","04869"
"Pehowa","01741"
"Peint","02558"
"Pen","02143"
"Pendra","07751"
"Penukonda","08557"
"Perambalur","04328"
"Perinthalmanna","04933"
"Perundurai","04294"
"Petlawad","07391"
"Phagi","01430"
"Phagwara","01824"
"Phalodi(E)","02923"
"Phalodi(N)","02921"
"Phalodi(S)","02925"
"Phalodi(W)","02924"
"Phaltan","02166"
"Pharenda-I","05522"
"Pharenda-Ii","05524"
"Phek","03865"
"Phillaur","01826"
"Phiringia","06845"
"Phoolpur","05332"
"Phulbani","06842"
"Phulera(E)","01424"
"Phulera(W)","01425"
"Phulmandi","01651"
"Phulparas","06277"
"Phulpur-I","05460"
"Phulpur-Ii","05465"
"Pichhore","07496"
"Piduguralla","08649"
"Piler","08584"
"Pilibhit","05882"
"Pimpalner","02561"
"Pindwara","02971"
"Pipalda","07458"
"Piparia","07576"
"Pirangut","02139"
"Pirawa","07434"
"Piro","06181"
"Pitamberpur","05821"
"Pithapuram","08869"
"Pithoragarh","05964"
"Podili","08499"
"Pohari","07490"
"Pokaran-1","02995"
"Pokaran-2","03017"
"Pokaran-3","02996"
"Pokaran-4","02994"
"Pokaran-5","03019"
"Poladpur","02191"
"Polavaram","08811"
"Pollachi","04259"
"Polur","04181"
"Ponda","08343"
"Pondicherry","0413"
"Ponnamaravathi","04333"
"Ponneri","044"
"Pooh","01785"
"Poonch","01965"
"Porbander","0286"
"Powayan","05844"
"Prabhapattan","07148"
"Prantij","02770"
"Pratapgarh","05342"
"Pratapgarh(N)","01478"
"Pratapgarh(S)","01479"
"Pratappur","07777"
"Premnagar","07776"
"Proddatur","08564"
"Pudukkottai","04322"
"Pulivendla","08568"
"Pulwama","01933"
"Punalur","0475"
"Punasa","07323"
"Pune","020"
"Punganur","08581"
"Pupri","06228"
"Puranpur","05880"
"Purena","06454"
"Puri","06752"
"Purola","01373"
"Purulia","03252"
"Puruna Katak","06843"
"Purwa","05142"
"Pusad","07233"
"Pusegaon","02375"
"Pushprajgarh","07629"
"Puttur","08251"
"Putturu","08577"
"Quadian","01872"
"Quilon","0474"
"R. Udayigiri","06817"
"R.K. Pur","03821"
"Radhanagar","02321"
"Radhanpur","02746"
"Rafiganj","06327"
"Raghogarh","07544"
"Raghunathpur","07535"
"Rahatgarh","07584"
"Rahpar","02830"
"Rahuri","02426"
"Raibag","08331"
"Raibareli","0535"
"Raichur","08532"
"Raiganj","03523"
"Raigarh","07762"
"Raipur","0771"
"Raipur","02937"
"Raipur","01481"
"Rairakhol","06644"
"Rairangpur","06794"
"Raisen","07482"
"Raisinghnagar","01507"
"Rajahmundri","0883"
"Rajampeta","08565"
"Rajandgaon","07744"
"Rajapalayam","04563"
"Rajapur","02353"
"Rajaula","02794"
"Rajauli","06336"
"Rajdhanwar","06554"
"Rajgangpur","06624"
"Rajgarh","01799"
"Rajgarh","07372"
"Rajgarh","01464"
"Rajgarh","01559"
"Rajgarh","01375"
"Rajgurunagar","02135"
"Rajkhariar","06671"
"Rajkot","0281"
"Rajmahal","06426"
"Rajouri","01962"
"Rajpipla","02640"
"Rajpur","07832"
"Rajpur","07284"
"Rajpura","01762"
"Rajsamand","02952"
"Rajura","07173"
"Ralegaon","07202"
"Ramachandrapuram","08857"
"Raman","01655"
"Ramanathpuram","04567"
"Ramannapet","08694"
"Ramban","01998"
"Ramchandrapur","07779"
"Ramdurg","08335"
"Rameshwaram","04573"
"Ramganj Mandi","07459"
"Ramgarh","06553"
"Ramgarh","01468"
"Ramnagar","06256"
"Ramnagar","01990"
"Rampachodavaram","08864"
"Rampur","0595"
"Rampur Bushahar","01782"
"Rampur Hat","03461"
"Ramsanehi Ghat","05241"
"Ramtek","07114"
"Ranaghat","03473"
"Ranavav","02801"
"Ranchi","0651"
"Ranebennur","08373"
"Rangapara","03714"
"Raniganj","06461"
"Ranikhet","05966"
"Ranipet","04172"
"Ranni","04735"
"Rapur","08621"
"Rasara","05491"
"Rashmi","01471"
"Rasipuram","04287"
"Ratangarh","01567"
"Rath","05280"
"Ratia","01697"
"Ratlam","07412"
"Ratnagiri","02352"
"Raver","02584"
"Raxaul","06255"
"Rayachoti","08561"
"Rayadurg","08495"
"Rayagada","06856"
"Rayya","01853"
"Razole","08862"
"Reasi","01991"
"Rehli","07585"
"Reodar","02975"
"Repalle","08648"
"Resubelpara","03659"
"Rewa","07662"
"Rewari","01274"
"Risod","07251"
"Robertsganj-I","05444"
"Robertsganj-Ii","05445"
"Roha","02194"
"Rohru","01781"
"Rohtak","01262"
"Rohtas","06188"
"Roing-I","03803"
"Roing-Ii","03802"
"Roing-Iii","03779"
"Ron","08381"
"Roorkee-I","01332"
"Roorkee-Ii","01334"
"Ropar","01881"
"Rosera","06275"
"Rourkela","0661"
"Rupbas","05645"
"S.Bakhtiarpur","06475"
"Sabalgarh","07536"
"Sadabad","05661"
"Sadarhills","03880"
"Sadiya","03756"
"Sadulshahar","01503"
"Safidon","01686"
"Safipur","05144"
"Sagalee","03809"
"Sagar","08183"
"Sagar","07582"
"Sagri","05466"
"Sagwara","02966"
"Sahabad","07460"
"Saharanpur","0132"
"Saharsa","06478"
"Sahaswan","05833"
"Sahibganj","06436"
"Sahjahanpur","05842"
"Saidpur","05495"
"Saiha-I","03835"
"Saiha-Ii","03836"
"Sailana","07413"
"Sakarwadi","02160"
"Sakleshpur","08173"
"Sakoli","07186"
"Sakri","02568"
"Salekasa","07180"
"Salem","0427"
"Salempur-I","05566"
"Salempur-Ii","05561"
"Salkani","08283"
"Salon-I","05311"
"Salon-Ii","05313"
"Salumber","02906"
"Saluru","08964"
"Samana","01764"
"Samastipur","06274"
"Samba","01923"
"Sambalpur","0663"
"Sambhal","05923"
"Samrala","01628"
"Samudrapur","07151"
"Sanand","02717"
"Sanchore(E)","02979"
"Sanchore(W)","02970"
"Sandila","05854"
"Sandur","08395"
"Sangamner","02425"
"Sanganeshwar","02354"
"Sangareddy","08455"
"Sangaria","01499"
"Sangli","0233"
"Sangod","07450"
"Sangola","02187"
"Sangrur","01672"
"Sanguem","08345"
"Sankagiri","04283"
"Sankaran Koil","04636"
"Sankheda","02665"
"Santalpur","02738"
"Santrampur","02675"
"Sanwer","07321"
"Saoner","07113"
"Sapotra","07465"
"Sarada","02905"
"Saraikela","06597"
"Saraipali","07725"
"Saranggarh","07768"
"Sarangpur","07371"
"Sardarpur","07296"
"Sardarshahar(N)","01563"
"Sardarshahar(S)","01564"
"Sardhana","01237"
"Sardulgarh","01659"
"Sarhind","01763"
"Sarona","07841"
"Sarwar","01496"
"Sasaram","06184"
"Saswad","02115"
"Satana","02555"
"Satara","02162"
"Sathiyamangalam","04295"
"Sathupalli","08761"
"Satna","07672"
"Sattenapalle","08641"
"Satyavedu","08576"
"Saundatti","08330"
"Saunsar","07165"
"Savanur","08378"
"Savarkundla","02845"
"Savli","02667"
"Sawaimadhopur","07462"
"Sawantwadi","02363"
"Sayan","02621"
"Sayla","02755"
"Sedam","08441"
"Seharabazar","03451"
"Sehore","07562"
"Seikhpura","06341"
"Seloo","07155"
"Semaria","07778"
"Sendhwa","07281"
"Seondha","07521"
"Seoni","07692"
"Seonimalwa","07570"
"Seppa","03787"
"Shadnagar","08548"
"Shahabad","05960"
"Shahabad","05853"
"Shahada","02565"
"Shahapur","08479"
"Shahapur","02527"
"Shahapura","01484"
"Shahdol","07652"
"Shahganj","05453"
"Shahnagar","07734"
"Shahpur","07640"
"Shahuwadi","02329"
"Shajapur","07364"
"Shakti","07757"
"Shankarnarayana","08259"
"Shehra","02670"
"Sheo (E)","02987"
"Sheo (W)","02981"
"Sheoganj","02976"
"Sheohar","06222"
"Sheopurkalan","07530"
"Shergarh(N)","02928"
"Shergarh(S)","02929"
"Sherghati","06326"
"Shertallai","0478"
"Shevgaon","02429"
"Shikaripura","08187"
"Shikohabad","05676"
"Shillong","0364"
"Shimla","0177"
"Shimoga","08182"
"Shirahatti","08487"
"Shirala","02345"
"Shirol","02322"
"Shirpur","02563"
"Shirur","02138"
"Shirwal","02169"
"Shivpuri","07492"
"Sholapur","0217"
"Shoranur","04926"
"Shorapur","08443"
"Shri Rampur","02422"
"Shrigonda","02487"
"Shrivardhan","02147"
"Shujalpur","07360"
"Sibsagar","03772"
"Siddapur","08389"
"Siddavattam","08589"
"Siddipet","08457"
"Sidhauli","05864"
"Sidhawalia","06151"
"Sidhi","07822"
"Sidhpur","02767"
"Sidlaghatta","08158"
"Sihor","02846"
"Sihora","07624"
"Sikandra Rao","05721"
"Sikandrabad","05735"
"Sikar","01572"
"Silchar","03842"
"Sileru","08938"
"Siliguri","0353"
"Sillod","02430"
"Silwani","07484"
"Simaria","06559"
"Simdega","06525"
"Sindagi","08488"
"Sinderwahi","07178"
"Sindhanur","08535"
"Sindkheda","02566"
"Sindkhedaraja","07269"
"Singhwara","06247"
"Singrauli","07805"
"Sinnar","02551"
"Sira","08135"
"Sircilla","08723"
"Sirmour","07660"
"Sirohi","02972"
"Sironcha","07131"
"Sironj","07591"
"Sirpur Kagaznagar","08738"
"Sirsa","01666"
"Sirsi","08384"
"Siruguppa","08396"
"Sitamarhi","06226"
"Sitamau","07426"
"Sitapur","07834"
"Sitapur","05862"
"Sivaganga","04575"
"Siwan","06154"
"Siwana (E)","02900"
"Siwana (W)","02901"
"Siwani","01255"
"Siyana","05736"
"Sodam","08583"
"Sohagpur","07575"
"Sohela","06685"
"Sojat","02960"
"Sojitra","02697"
"Solan","01792"
"Sompeta","08947"
"Somwarpet","08276"
"Sonapur","06654"
"Sondhwa","07395"
"Sonepur","06158"
"Sonipat","0130"
"Sonkatch","07270"
"Sorab","08184"
"Soraon","05335"
"Soro","06788"
"Soyegaon","02438"
"Spiti","01906"
"Sridungargarh(N)","01565"
"Sridungargarh(S)","01566"
"Sriganganagar","0154"
"Srikakulam","08942"
"Srikalahasthi","08578"
"Srikaranpur","01501"
"Srimadhopur","01575"
"Sriniwaspur","08157"
"Sriperumpudur","044"
"Srisailam","08524"
"Srivaikundam","04630"
"Srungavarapukota","08966"
"Sudhimalla","08741"
"Sujangarh(C )","01560"
"Sujangarh(E )","01568"
"Sujangarh(W )","01569"
"Sukma","07864"
"Sullarpet","08623"
"Sullia","08257"
"Sultanpur","05362"
"Sultanpur Lodhi","01828"
"Sumrasar","02808"
"Sunabeda","06853"
"Sunam","01676"
"Sundergarh","06622"
"Sundernagar","01907"
"Supaul","06473"
"Surada","06819"
"Surajpur","07775"
"Surat","0261"
"Suratgarh(N)","01508"
"Suratgarh(S)","01509"
"Surendranagar","02752"
"Surgena","02593"
"Suri","03462"
"Suryapet","08684"
"Susner","07361"
"T. Narsipur","08227"
"T. Rampur","06675"
"Tadepalligudem","08818"
"Tadipatri","08558"
"Talaja","02842"
"Talala","02877"
"Talasari","02521"
"Talcher","06760"
"Talegaon S.Ji Pant","07156"
"Tali","03790"
"Taliha","03791"
"Taliparamba","04982"
"Tallak","08190"
"Taloda","02567"
"Tamenglong","03877"
"Tamia","07149"
"Tamluk","03228"
"Tanda Urmar","01886"
"Tanda-I","05273"
"Tanda-Ii","05274"
"Tanduru","08411"
"Tanuku","08819"
"Tapkara","07761"
"Tarabarihat","03665"
"Tarabganj-I","05260"
"Tarabganj-Ii","05261"
"Taran Taran","01852"
"Tarana","07369"
"Taranagar","01561"
"Tarikere","08261"
"Tasgaon","02346"
"Tawang","03794"
"Tehri","01376"
"Tekkali","08945"
"Telgi","08426"
"Telkoi","06735"
"Tellicherry","0490"
"Tenali","08644"
"Tendukheda","07603"
"Tenkasi","04633"
"Teonthar","07661"
"Tezpur","03712"
"Tezu","03804"
"Thakurganj","06459"
"Thanaghazi","01465"
"Thandla","07390"
"Thanjavur","04362"
"Thara","02747"
"Tharad","02737"
"Thasra","02699"
"Theni","04546"
"Theog","01783"
"Thinghat","03873"
"Thirthahalli","08181"
"Thirumanglam","04549"
"Thiruraipoondi","04369"
"Thiruvananthapuram","0471"
"Thodupuzha","04862"
"Thoubal","03848"
"Thungaturthy","08693"
"Thuraiyure","04327"
"Tibbi","01539"
"Tijara (N)","01493"
"Tijara (S)","01469"
"Tikamgarh","07683"
"Tilhar","05841"
"Timarani","07573"
"Tindivanam","04147"
"Tinsukia","0374"
"Tiptur","08134"
"Tirivuru","08673"
"Tirora","07198"
"Tiruchendur","04639"
